Connector_ID;Assignment_ID;Entity_ID;Status;Time_Stamp
CONN_20251219T115217222721Z_FM6GANY4GRAI;AID_20251219T115217220002Z_VCG7LQK6EFA3;SOB_20251217T163546149447Z_MFTMFZX6XZFK;ACTIVE;19-12-2025 11:52
CONN_20251219T115217224030Z_GORX2CNFLJDM;AID_20251219T115217220002Z_VCG7LQK6EFA3;SOB_20251217T163702190986Z_5COAA7TCTVBM;ACTIVE;19-12-2025 11:52
CONN_20251219T115217245866Z_H4CAYLGJZFGO;AID_20251219T115217243703Z_TBH6GIXY6VA2;SOB_20251217T163546149564Z_IALECBGIWNF6;ACTIVE;19-12-2025 11:52
CONN_20251219T115217247347Z_U6NZFQHSP5EF;AID_20251219T115217243703Z_TBH6GIXY6VA2;SOB_20251217T163702191129Z_HGGKZKK6MBEV;ACTIVE;19-12-2025 11:52
CONN_20251219T115217268839Z_YM4PFEJHMJEV;AID_20251219T115217267090Z_H7FI4AXBXRHJ;SOB_20251217T163546149683Z_Y5LBIL5JOVBP;ACTIVE;19-12-2025 11:52
CONN_20251219T115217269723Z_FBXBUR4UEJDQ;AID_20251219T115217267090Z_H7FI4AXBXRHJ;SOB_20251217T163702191129Z_HGGKZKK6MBEV;ACTIVE;19-12-2025 11:52
CONN_20251219T115217292038Z_43VFUTGMQNCE;AID_20251219T115217290262Z_2ZCVMVZ2NZHX;SOB_20251217T163546149812Z_3VL77AJNBNEW;ACTIVE;19-12-2025 11:52
CONN_20251219T115217292894Z_4Z65365VYFBP;AID_20251219T115217290262Z_2ZCVMVZ2NZHX;SOB_20251217T163702191129Z_HGGKZKK6MBEV;ACTIVE;19-12-2025 11:52
CONN_20251219T115217318444Z_E7WCJXEIURE3;AID_20251219T115217316749Z_6XBI37NUO5H4;SOB_20251217T163546149929Z_ZVRCAH5RDFD6;ACTIVE;19-12-2025 11:52
CONN_20251219T115217319650Z_DVHWQJN5ZVAN;AID_20251219T115217316749Z_6XBI37NUO5H4;SOB_20251217T163702191129Z_HGGKZKK6MBEV;ACTIVE;19-12-2025 11:52
CONN_20251219T115217342250Z_Z7LNZSFLDBC5;AID_20251219T115217339987Z_PD2AX4JZQRF7;SOB_20251217T163546150051Z_RXG6M43W6RFB;ACTIVE;19-12-2025 11:52
CONN_20251219T115217343457Z_X757VVDEKJA5;AID_20251219T115217339987Z_PD2AX4JZQRF7;SOB_20251217T163702191129Z_HGGKZKK6MBEV;ACTIVE;19-12-2025 11:52
CONN_20251219T115217369477Z_2RSQOZU5ZVBC;AID_20251219T115217367486Z_C2SPEXU6SRBI;SOB_20251217T163546150171Z_V6RXUJ2SGBFC;ACTIVE;19-12-2025 11:52
CONN_20251219T115217370753Z_25D7HYA6PNA5;AID_20251219T115217367486Z_C2SPEXU6SRBI;SOB_20251217T163702191129Z_HGGKZKK6MBEV;ACTIVE;19-12-2025 11:52
CONN_20251219T115217390981Z_QU6ATLOUNJBM;AID_20251219T115217388965Z_UATMNCU5ZJA5;SOB_20251217T163546150288Z_BKP3TCM375CY;ACTIVE;19-12-2025 11:52
CONN_20251219T115217392014Z_AP5S2DLWDRFF;AID_20251219T115217388965Z_UATMNCU5ZJA5;SOB_20251217T163702191129Z_HGGKZKK6MBEV;ACTIVE;19-12-2025 11:52
CONN_20251219T115217410631Z_KCNDI5U6KFHL;AID_20251219T115217408899Z_K5RAX4OJD5DA;SOB_20251217T163546150414Z_VMX6O3SHFNFB;ACTIVE;19-12-2025 11:52
CONN_20251219T115217411499Z_LWBLEVZEEZFN;AID_20251219T115217408899Z_K5RAX4OJD5DA;SOB_20251217T163702191129Z_HGGKZKK6MBEV;ACTIVE;19-12-2025 11:52
CONN_20251219T115217432287Z_CR7SST6PAVFV;AID_20251219T115217429381Z_SBWGJ6UO2ZH4;SOB_20251217T163546150537Z_IZWBEZXNNNFN;ACTIVE;19-12-2025 11:52
CONN_20251219T115217433245Z_67C5YY37KFDL;AID_20251219T115217429381Z_SBWGJ6UO2ZH4;SOB_20251217T163702191129Z_HGGKZKK6MBEV;ACTIVE;19-12-2025 11:52
CONN_20251219T115217453615Z_RHKCDFZFJJGY;AID_20251219T115217451663Z_7KJD45JRLVGK;SOB_20251217T163546150660Z_P3TJH4DX2JC5;ACTIVE;19-12-2025 11:52
CONN_20251219T115217454939Z_OF544BA72JF5;AID_20251219T115217451663Z_7KJD45JRLVGK;SOB_20251217T163702191129Z_HGGKZKK6MBEV;ACTIVE;19-12-2025 11:52
CONN_20251219T115217485667Z_LDSGWNDIARGG;AID_20251219T115217483367Z_R7PCZJCVMRHE;SOB_20251217T163546150778Z_Z7RYOJYJWVBI;ACTIVE;19-12-2025 11:52
CONN_20251219T115217486920Z_ZJMZCHZWDZDG;AID_20251219T115217483367Z_R7PCZJCVMRHE;SOB_20251217T163702191273Z_MKTLKHFW55H7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217507689Z_YIT4Z6V6EFEL;AID_20251219T115217505963Z_JGJQUGGLEVEO;SOB_20251217T163546150895Z_FUOKMVZQVFAW;ACTIVE;19-12-2025 11:52
CONN_20251219T115217508541Z_XLXGV4VMXZD2;AID_20251219T115217505963Z_JGJQUGGLEVEO;SOB_20251217T163702191273Z_MKTLKHFW55H7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217532087Z_FSJNRGNR7NAD;AID_20251219T115217528975Z_ZUBFUUBGUVA2;SOB_20251217T163546151016Z_GJTF4SI4FREE;ACTIVE;19-12-2025 11:52
CONN_20251219T115217533491Z_GW3RUELW3JAP;AID_20251219T115217528975Z_ZUBFUUBGUVA2;SOB_20251217T163702191273Z_MKTLKHFW55H7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217557827Z_NAR3LE7GBBGJ;AID_20251219T115217555578Z_VY54RAPMPRC6;SOB_20251217T163546151134Z_EH4IX32EH5BL;ACTIVE;19-12-2025 11:52
CONN_20251219T115217558841Z_4A7IKMIRMNHR;AID_20251219T115217555578Z_VY54RAPMPRC6;SOB_20251217T163702191273Z_MKTLKHFW55H7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217582154Z_DL6AZZRGRFDS;AID_20251219T115217580292Z_CANOQ7USURDX;SOB_20251217T163546151261Z_27ENV442WBGQ;ACTIVE;19-12-2025 11:52
CONN_20251219T115217583200Z_3HPTHJM2YNCW;AID_20251219T115217580292Z_CANOQ7USURDX;SOB_20251217T163702191273Z_MKTLKHFW55H7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217608511Z_LRARC4BAOBHY;AID_20251219T115217606537Z_3IYXHYLQSJH4;SOB_20251217T163546151389Z_XYYNDNOSIZHV;ACTIVE;19-12-2025 11:52
CONN_20251219T115217609392Z_BB5WGXONFRAL;AID_20251219T115217606537Z_3IYXHYLQSJH4;SOB_20251217T163702191273Z_MKTLKHFW55H7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217631495Z_QIRCGPK7VNAO;AID_20251219T115217629505Z_MVKLS2XICZBH;SOB_20251217T163546151576Z_WP6NTW7UF5DP;ACTIVE;19-12-2025 11:52
CONN_20251219T115217632539Z_QJ3TIMM4PZCH;AID_20251219T115217629505Z_MVKLS2XICZBH;SOB_20251217T163702191273Z_MKTLKHFW55H7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217653426Z_BZRYFGRGQ5H3;AID_20251219T115217650602Z_AHC7SZ5ZK5BG;SOB_20251217T163546151784Z_X4WW47UKPRHD;ACTIVE;19-12-2025 11:52
CONN_20251219T115217654967Z_5QLDFZ6U7FFF;AID_20251219T115217650602Z_AHC7SZ5ZK5BG;SOB_20251217T163702191273Z_MKTLKHFW55H7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217681606Z_FBCRARYULBFI;AID_20251219T115217678078Z_SJU7SOKJQ5AY;SOB_20251217T163546151950Z_OTHBRIYYUFGR;ACTIVE;19-12-2025 11:52
CONN_20251219T115217683124Z_CDWNME6HBRA5;AID_20251219T115217678078Z_SJU7SOKJQ5AY;SOB_20251217T163702191273Z_MKTLKHFW55H7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217708019Z_3UA3UKRZCZEW;AID_20251219T115217705495Z_NCLMLC6QZBAX;SOB_20251217T163546152079Z_TVUYM6WJLFDC;ACTIVE;19-12-2025 11:52
CONN_20251219T115217710001Z_3DGX7QZSFVFM;AID_20251219T115217705495Z_NCLMLC6QZBAX;SOB_20251217T163702191273Z_MKTLKHFW55H7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217743775Z_ZEXMV7P3GJHS;AID_20251219T115217741799Z_IJNAVGJV6FHP;SOB_20251217T163546152225Z_3VCPKEUY5NAN;ACTIVE;19-12-2025 11:52
CONN_20251219T115217744678Z_AWG6HTJZX5AA;AID_20251219T115217741799Z_IJNAVGJV6FHP;SOB_20251217T163702191453Z_JC3SL3KRZNB7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217773012Z_3LCRQUKSFRCD;AID_20251219T115217770584Z_NSDVPLNE35BE;SOB_20251217T163546152422Z_SVUMX7ILNRDI;ACTIVE;19-12-2025 11:52
CONN_20251219T115217774152Z_7NS3GHZO3ZAR;AID_20251219T115217770584Z_NSDVPLNE35BE;SOB_20251217T163702191453Z_JC3SL3KRZNB7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217800792Z_NKWYBPMVG5GA;AID_20251219T115217798411Z_NNQIOURC3VHL;SOB_20251217T163546152554Z_KTF5HV5KIVGP;ACTIVE;19-12-2025 11:52
CONN_20251219T115217801942Z_OCBNCEHZQ5BG;AID_20251219T115217798411Z_NNQIOURC3VHL;SOB_20251217T163702191453Z_JC3SL3KRZNB7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217825602Z_TVWWTQ2RFZHS;AID_20251219T115217823628Z_S2FV6O4NDVGN;SOB_20251217T163546152682Z_WDMC4YN3LBEU;ACTIVE;19-12-2025 11:52
CONN_20251219T115217827295Z_V3IARWSDEZC5;AID_20251219T115217823628Z_S2FV6O4NDVGN;SOB_20251217T163702191453Z_JC3SL3KRZNB7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217849417Z_YYDI24DK7ZFL;AID_20251219T115217847614Z_UC674WQLOJHB;SOB_20251217T163546152820Z_FPU3CSBWOBF3;ACTIVE;19-12-2025 11:52
CONN_20251219T115217850308Z_RT4OP3PZC5HR;AID_20251219T115217847614Z_UC674WQLOJHB;SOB_20251217T163702191453Z_JC3SL3KRZNB7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217874958Z_YLFLKXG5BFHI;AID_20251219T115217872728Z_GZ3KFHWZQRHI;SOB_20251217T163546153020Z_FXOT4ULCZFEQ;ACTIVE;19-12-2025 11:52
CONN_20251219T115217876067Z_5MEPIUYKAZEU;AID_20251219T115217872728Z_GZ3KFHWZQRHI;SOB_20251217T163702191453Z_JC3SL3KRZNB7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217897703Z_6T4JEZOWNZCK;AID_20251219T115217895218Z_KSPQPZJ2FNFX;SOB_20251217T163546153185Z_3BXWYETABVCY;ACTIVE;19-12-2025 11:52
CONN_20251219T115217899024Z_VICVETDWR5CF;AID_20251219T115217895218Z_KSPQPZJ2FNFX;SOB_20251217T163702191453Z_JC3SL3KRZNB7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217923013Z_FQC4ZR427BHA;AID_20251219T115217919846Z_J2KZDUWNJJE5;SOB_20251217T163546153324Z_UHBKSP4QTVDQ;ACTIVE;19-12-2025 11:52
CONN_20251219T115217924394Z_RCNQIQTEVVHV;AID_20251219T115217919846Z_J2KZDUWNJJE5;SOB_20251217T163702191453Z_JC3SL3KRZNB7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217948811Z_4NA6NCN33VE2;AID_20251219T115217946602Z_XGXFF2E6PNCQ;SOB_20251217T163546153459Z_5PN2WX3OE5BU;ACTIVE;19-12-2025 11:52
CONN_20251219T115217949889Z_LWQ6CH27VFCN;AID_20251219T115217946602Z_XGXFF2E6PNCQ;SOB_20251217T163702191453Z_JC3SL3KRZNB7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217971789Z_ODXG4IKCBBAY;AID_20251219T115217968959Z_XEX7AJJDI5CD;SOB_20251217T163546153584Z_PC4XAPAHHFE7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217973016Z_Q6NH6DYLY5HH;AID_20251219T115217968959Z_XEX7AJJDI5CD;SOB_20251217T163702191453Z_JC3SL3KRZNB7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217997488Z_AEKPTSXSQFCG;AID_20251219T115217994160Z_4FBQVQDTY5AU;SOB_20251217T163546153722Z_LGFA3KSZ5BGF;ACTIVE;19-12-2025 11:52
CONN_20251219T115217999118Z_CB6RN4NVH5EL;AID_20251219T115217994160Z_4FBQVQDTY5AU;SOB_20251217T163702191619Z_FP4FSD2KRVDT;ACTIVE;19-12-2025 11:52
CONN_20251219T115218026318Z_SRLKEGTJ4FHX;AID_20251219T115218023412Z_7W75YIQP2BGO;SOB_20251217T163546153865Z_MQJH6LRTSJDH;ACTIVE;19-12-2025 11:52
CONN_20251219T115218027528Z_Q2UZGA4SERBU;AID_20251219T115218023412Z_7W75YIQP2BGO;SOB_20251217T163702191619Z_FP4FSD2KRVDT;ACTIVE;19-12-2025 11:52
CONN_20251219T115218051854Z_X3G3HZ5YNZCZ;AID_20251219T115218048807Z_CBEXLB2ATFEI;SOB_20251217T163546153993Z_D7MAPEVP65DQ;ACTIVE;19-12-2025 11:52
CONN_20251219T115218053057Z_FFKPIOGLHVAW;AID_20251219T115218048807Z_CBEXLB2ATFEI;SOB_20251217T163702191619Z_FP4FSD2KRVDT;ACTIVE;19-12-2025 11:52
CONN_20251219T115218077559Z_XOV4W7YM3BF6;AID_20251219T115218075356Z_DRSWI7KX5RFB;SOB_20251217T163546154119Z_2X7DSLWB6FCY;ACTIVE;19-12-2025 11:52
CONN_20251219T115218078904Z_FV2R4TU4ANBM;AID_20251219T115218075356Z_DRSWI7KX5RFB;SOB_20251217T163702191619Z_FP4FSD2KRVDT;ACTIVE;19-12-2025 11:52
CONN_20251219T115218103066Z_KZNWZKMMBJAW;AID_20251219T115218100723Z_HVYSNV2S7RHR;SOB_20251217T163546154258Z_FE4IX2KOGRBV;ACTIVE;19-12-2025 11:52
CONN_20251219T115218104258Z_5SXNEKZQTREY;AID_20251219T115218100723Z_HVYSNV2S7RHR;SOB_20251217T163702191619Z_FP4FSD2KRVDT;ACTIVE;19-12-2025 11:52
CONN_20251219T115218134564Z_SYE5QX5OHVBS;AID_20251219T115218132648Z_IKXQC4BCMZGT;SOB_20251217T163546154389Z_YANIXUJ2ABHS;ACTIVE;19-12-2025 11:52
CONN_20251219T115218135479Z_P5GJLE5MCNFH;AID_20251219T115218132648Z_IKXQC4BCMZGT;SOB_20251217T163702191619Z_FP4FSD2KRVDT;ACTIVE;19-12-2025 11:52
CONN_20251219T115218160840Z_BUDQ4J6CVNGX;AID_20251219T115218158474Z_7UXNTTQIEND2;SOB_20251217T163546154517Z_CN4BLZDCCZFH;ACTIVE;19-12-2025 11:52
CONN_20251219T115218161814Z_N4YUULQTBBGD;AID_20251219T115218158474Z_7UXNTTQIEND2;SOB_20251217T163702191619Z_FP4FSD2KRVDT;ACTIVE;19-12-2025 11:52
CONN_20251219T115218187135Z_SNZBEOBFEZHT;AID_20251219T115218184997Z_7U7MAGW4BVCL;SOB_20251217T163546154643Z_OFJFZCNMYJCH;ACTIVE;19-12-2025 11:52
CONN_20251219T115218188812Z_EVZ34MHKMJH2;AID_20251219T115218184997Z_7U7MAGW4BVCL;SOB_20251217T163702191619Z_FP4FSD2KRVDT;ACTIVE;19-12-2025 11:52
CONN_20251219T115218214824Z_FKFEERD63JB6;AID_20251219T115218212722Z_LV6XXGASQZBL;SOB_20251217T163546154766Z_CGIIC5VR6RBH;ACTIVE;19-12-2025 11:52
CONN_20251219T115218216046Z_SWA5NGEGGNGB;AID_20251219T115218212722Z_LV6XXGASQZBL;SOB_20251217T163702191619Z_FP4FSD2KRVDT;ACTIVE;19-12-2025 11:52
CONN_20251219T115218241537Z_AYIZMLCLIFCL;AID_20251219T115218239451Z_TZ3BHYF2QFGJ;SOB_20251217T163546154894Z_JAMSHDB54ZGZ;ACTIVE;19-12-2025 11:52
CONN_20251219T115218242581Z_3D4BCSZUSJDP;AID_20251219T115218239451Z_TZ3BHYF2QFGJ;SOB_20251217T163702191619Z_FP4FSD2KRVDT;ACTIVE;19-12-2025 11:52
CONN_20251219T115218271685Z_CGARJZHBTFH5;AID_20251219T115218269134Z_PCTIJX5EQJHC;SOB_20251217T163546155029Z_PSA7CXKQXBBQ;ACTIVE;19-12-2025 11:52
CONN_20251219T115218272842Z_I6GJWYFV7RBE;AID_20251219T115218269134Z_PCTIJX5EQJHC;SOB_20251217T163702191764Z_3N3NCZRH4RAY;ACTIVE;19-12-2025 11:52
CONN_20251219T115218301039Z_2Y6DJBEQQFHA;AID_20251219T115218298434Z_ZG6I4TV3R5DR;SOB_20251217T163546155155Z_KAAKVMLJZZC7;ACTIVE;19-12-2025 11:52
CONN_20251219T115218302175Z_YXI3G2INY5FF;AID_20251219T115218298434Z_ZG6I4TV3R5DR;SOB_20251217T163702191764Z_3N3NCZRH4RAY;ACTIVE;19-12-2025 11:52
CONN_20251219T115218329642Z_RMZZK6P5MRBG;AID_20251219T115218326987Z_XDV3EMTDMFGO;SOB_20251217T163546155282Z_RDCJVWC3YRBB;ACTIVE;19-12-2025 11:52
CONN_20251219T115218332157Z_AWE4YJCQ55BC;AID_20251219T115218326987Z_XDV3EMTDMFGO;SOB_20251217T163702191764Z_3N3NCZRH4RAY;ACTIVE;19-12-2025 11:52
CONN_20251219T115218360963Z_VDOWW4BTS5AW;AID_20251219T115218359110Z_A6R5IXXEQ5EB;SOB_20251217T163546155410Z_QMCHU2P7TJBQ;ACTIVE;19-12-2025 11:52
CONN_20251219T115218362186Z_B73N7NGMK5GE;AID_20251219T115218359110Z_A6R5IXXEQ5EB;SOB_20251217T163702191764Z_3N3NCZRH4RAY;ACTIVE;19-12-2025 11:52
CONN_20251219T115218394342Z_WZLUGYY65VHD;AID_20251219T115218392010Z_HYS3CAEYO5C4;SOB_20251217T163546155575Z_BB7KBXPXY5DF;ACTIVE;19-12-2025 11:52
CONN_20251219T115218396615Z_Y2735BY6JFBA;AID_20251219T115218392010Z_HYS3CAEYO5C4;SOB_20251217T163702191764Z_3N3NCZRH4RAY;ACTIVE;19-12-2025 11:52
CONN_20251219T115218423620Z_MSS3SLWE5VFP;AID_20251219T115218421124Z_TZL67H7FDNCI;SOB_20251217T163546155699Z_YQ7MDVUPFJA7;ACTIVE;19-12-2025 11:52
CONN_20251219T115218424564Z_RWBFPA5Z65FI;AID_20251219T115218421124Z_TZL67H7FDNCI;SOB_20251217T163702191764Z_3N3NCZRH4RAY;ACTIVE;19-12-2025 11:52
CONN_20251219T115218449504Z_JSEVXGLOZ5HG;AID_20251219T115218447459Z_4PS3GSQLPZCK;SOB_20251217T163546155832Z_CXNLJR4IOJGH;ACTIVE;19-12-2025 11:52
CONN_20251219T115218450839Z_6YPT4AGGFJGU;AID_20251219T115218447459Z_4PS3GSQLPZCK;SOB_20251217T163702191764Z_3N3NCZRH4RAY;ACTIVE;19-12-2025 11:52
CONN_20251219T115218477052Z_5MQZNKX3HZAO;AID_20251219T115218475383Z_NTUAFET3YJAV;SOB_20251217T163546155959Z_UVKWHX2YZFFB;ACTIVE;19-12-2025 11:52
CONN_20251219T115218477886Z_5U4FLVTLFRHJ;AID_20251219T115218475383Z_NTUAFET3YJAV;SOB_20251217T163702191764Z_3N3NCZRH4RAY;ACTIVE;19-12-2025 11:52
CONN_20251219T115218509941Z_VJXG66YTCRHV;AID_20251219T115218507533Z_RL6YOPOKMVAJ;SOB_20251217T163546156082Z_UP23CXI5DVE4;ACTIVE;19-12-2025 11:52
CONN_20251219T115218511393Z_VBLV355UPRDM;AID_20251219T115218507533Z_RL6YOPOKMVAJ;SOB_20251217T163702191764Z_3N3NCZRH4RAY;ACTIVE;19-12-2025 11:52
CONN_20251219T115218536373Z_FAOYHZRNZ5EK;AID_20251219T115218533250Z_7LN2BU4A65DP;SOB_20251217T163546156210Z_J6LH3GNSYNFE;ACTIVE;19-12-2025 11:52
CONN_20251219T115218538714Z_7Y2J2IU4M5CB;AID_20251219T115218533250Z_7LN2BU4A65DP;SOB_20251217T163702191764Z_3N3NCZRH4RAY;ACTIVE;19-12-2025 11:52
CONN_20251219T115218567650Z_HHHPJHUPXFB7;AID_20251219T115218565816Z_KTSXFC62LFGC;SOB_20251217T163546156339Z_NYJ6EA66GJGW;ACTIVE;19-12-2025 11:52
CONN_20251219T115218568558Z_5GYPWUIL6VD2;AID_20251219T115218565816Z_KTSXFC62LFGC;SOB_20251217T163702191907Z_YFEGULTEZFDW;ACTIVE;19-12-2025 11:52
CONN_20251219T115218595203Z_D4WZTF2ZAZFQ;AID_20251219T115218593429Z_J5OCPX6VYBFB;SOB_20251217T163546156472Z_UYTYA3EB6NDM;ACTIVE;19-12-2025 11:52
CONN_20251219T115218597078Z_5B63OS5Z6FE6;AID_20251219T115218593429Z_J5OCPX6VYBFB;SOB_20251217T163702191907Z_YFEGULTEZFDW;ACTIVE;19-12-2025 11:52
CONN_20251219T115218619620Z_AEOOWOLNWJDV;AID_20251219T115218617892Z_V6QYZCOD6JHK;SOB_20251217T163546156600Z_FPERLN3WXFFN;ACTIVE;19-12-2025 11:52
CONN_20251219T115218620768Z_3HIEWVB7TRC2;AID_20251219T115218617892Z_V6QYZCOD6JHK;SOB_20251217T163702191907Z_YFEGULTEZFDW;ACTIVE;19-12-2025 11:52
CONN_20251219T115218647305Z_OHUYBWOOEZBH;AID_20251219T115218644777Z_SDVHCHQNA5HE;SOB_20251217T163546156729Z_FSYOGKZBMVE5;ACTIVE;19-12-2025 11:52
CONN_20251219T115218648906Z_B5MGEZ7GUREN;AID_20251219T115218644777Z_SDVHCHQNA5HE;SOB_20251217T163702191907Z_YFEGULTEZFDW;ACTIVE;19-12-2025 11:52
CONN_20251219T115218674458Z_D6HZCGMK2JC4;AID_20251219T115218670758Z_YR5QJJMOLFBF;SOB_20251217T163546156852Z_KTYCZY5JP5ER;ACTIVE;19-12-2025 11:52
CONN_20251219T115218675558Z_HWDI22OETZER;AID_20251219T115218670758Z_YR5QJJMOLFBF;SOB_20251217T163702191907Z_YFEGULTEZFDW;ACTIVE;19-12-2025 11:52
CONN_20251219T115218702518Z_6SSISGQROVFA;AID_20251219T115218700279Z_GHUWX7YTRVDL;SOB_20251217T163546156974Z_Q5JDCNOBWFGI;ACTIVE;19-12-2025 11:52
CONN_20251219T115218703448Z_DYM47HF7HZDP;AID_20251219T115218700279Z_GHUWX7YTRVDL;SOB_20251217T163702191907Z_YFEGULTEZFDW;ACTIVE;19-12-2025 11:52
CONN_20251219T115218730420Z_AQCIO3NTFZAK;AID_20251219T115218728069Z_T7SJPBVXGBEB;SOB_20251217T163546157110Z_GH37JAA26ZCE;ACTIVE;19-12-2025 11:52
CONN_20251219T115218731655Z_AAAWYC4IWFFY;AID_20251219T115218728069Z_T7SJPBVXGBEB;SOB_20251217T163702191907Z_YFEGULTEZFDW;ACTIVE;19-12-2025 11:52
CONN_20251219T115218758839Z_UUHT7IV5YBE5;AID_20251219T115218756660Z_D4JYNZGJ3NEW;SOB_20251217T163546157233Z_GQY3BVQH4RD4;ACTIVE;19-12-2025 11:52
CONN_20251219T115218759816Z_4S53XKRLA5GB;AID_20251219T115218756660Z_D4JYNZGJ3NEW;SOB_20251217T163702191907Z_YFEGULTEZFDW;ACTIVE;19-12-2025 11:52
CONN_20251219T115218784426Z_TFOVBKTCPFD4;AID_20251219T115218782344Z_QA5TXA7Y6NGO;SOB_20251217T163546157362Z_RGMJHDY62NFI;ACTIVE;19-12-2025 11:52
CONN_20251219T115218785366Z_LGOURJXX7JAK;AID_20251219T115218782344Z_QA5TXA7Y6NGO;SOB_20251217T163702191907Z_YFEGULTEZFDW;ACTIVE;19-12-2025 11:52
CONN_20251219T115218816724Z_DOP4TULC3JCY;AID_20251219T115218814596Z_5SY2HEL6JNE6;SOB_20251217T163546157518Z_SYCHMB3ZBVBQ;ACTIVE;19-12-2025 11:52
CONN_20251219T115218817625Z_AH7DZ2RS5RD4;AID_20251219T115218814596Z_5SY2HEL6JNE6;SOB_20251217T163702191907Z_YFEGULTEZFDW;ACTIVE;19-12-2025 11:52
CONN_20251219T115218847831Z_MQWZVCGZG5GQ;AID_20251219T115218845006Z_M4QCV6CS6JDG;SOB_20251217T163546157639Z_IKO3CRKCSVEW;ACTIVE;19-12-2025 11:52
CONN_20251219T115218849279Z_6Q4BB3P4RVGP;AID_20251219T115218845006Z_M4QCV6CS6JDG;SOB_20251217T163702192049Z_SWYOP364OJDH;ACTIVE;19-12-2025 11:52
CONN_20251219T115218875879Z_F226VL5QLJFT;AID_20251219T115218873798Z_F4HIPDLRSZF6;SOB_20251217T163546157765Z_4LV5SLXTVJF5;ACTIVE;19-12-2025 11:52
CONN_20251219T115218877046Z_JCX63W3IKNHR;AID_20251219T115218873798Z_F4HIPDLRSZF6;SOB_20251217T163702192049Z_SWYOP364OJDH;ACTIVE;19-12-2025 11:52
CONN_20251219T115218902812Z_BVJ4VH4BKBBI;AID_20251219T115218901074Z_DOJOZ532UJAP;SOB_20251217T163546157890Z_MDJW6LOP5VHT;ACTIVE;19-12-2025 11:52
CONN_20251219T115218903804Z_6O5UCDS4TFFI;AID_20251219T115218901074Z_DOJOZ532UJAP;SOB_20251217T163702192049Z_SWYOP364OJDH;ACTIVE;19-12-2025 11:52
CONN_20251219T115218932895Z_NXTAIFUR45DL;AID_20251219T115218929987Z_RVACR6JFJFEH;SOB_20251217T163546158010Z_F73H7O6PRFGW;ACTIVE;19-12-2025 11:52
CONN_20251219T115218933869Z_NCS6PL4TLVAN;AID_20251219T115218929987Z_RVACR6JFJFEH;SOB_20251217T163702192049Z_SWYOP364OJDH;ACTIVE;19-12-2025 11:52
CONN_20251219T115218963737Z_6YDER77OO5CJ;AID_20251219T115218960499Z_KSRHRDCWNNHG;SOB_20251217T163546158129Z_DQKHPIO2A5H6;ACTIVE;19-12-2025 11:52
CONN_20251219T115218965951Z_NN4FI34HMJF4;AID_20251219T115218960499Z_KSRHRDCWNNHG;SOB_20251217T163702192049Z_SWYOP364OJDH;ACTIVE;19-12-2025 11:52
CONN_20251219T115218990218Z_DIXPHQ55NNAO;AID_20251219T115218987919Z_5HSYEKQEJNDM;SOB_20251217T163546158253Z_OOE3PR7THRHJ;ACTIVE;19-12-2025 11:52
CONN_20251219T115218991283Z_UPVIOB7C7JEK;AID_20251219T115218987919Z_5HSYEKQEJNDM;SOB_20251217T163702192049Z_SWYOP364OJDH;ACTIVE;19-12-2025 11:52
CONN_20251219T115219014740Z_PXLQYEFE7RGG;AID_20251219T115219012429Z_QKYSCUQ5RNAB;SOB_20251217T163546158381Z_KXZCVXXSD5HD;ACTIVE;19-12-2025 11:52
CONN_20251219T115219015826Z_UMDGL6VZKZFR;AID_20251219T115219012429Z_QKYSCUQ5RNAB;SOB_20251217T163702192049Z_SWYOP364OJDH;ACTIVE;19-12-2025 11:52
CONN_20251219T115219047076Z_B5ODY7RNTJBX;AID_20251219T115219044546Z_BLIUBT4N2RH5;SOB_20251217T163546158512Z_MZ7YVGIVO5FL;ACTIVE;19-12-2025 11:52
CONN_20251219T115219048298Z_MHEH63QV2FDU;AID_20251219T115219044546Z_BLIUBT4N2RH5;SOB_20251217T163702192049Z_SWYOP364OJDH;ACTIVE;19-12-2025 11:52
