Assignment_ID;Status;Time_Stamp
AID_20251219T115225852830Z_PGKM43SBTBFI;OPEN;19-12-2025 11:52
AID_20251219T115225975148Z_SWACE575KVAS;OPEN;19-12-2025 11:52
AID_20251219T115226083844Z_KVOFTKAI45CQ;OPEN;19-12-2025 11:52
AID_20251219T115226239207Z_7YSHXBBLQNG3;OPEN;19-12-2025 11:52
AID_20251219T115226400778Z_PPN5NMSHU5HY;OPEN;19-12-2025 11:52
AID_20251219T115226501620Z_W5PTJYV3PNGT;OPEN;19-12-2025 11:52
AID_20251219T115226590500Z_SOTEECWIKBG5;OPEN;19-12-2025 11:52
AID_20251219T115226691615Z_FBYEUB5QCVDK;OPEN;19-12-2025 11:52
AID_20251219T115226839714Z_HRA2WN4F3NCD;OPEN;19-12-2025 11:52
AID_20251219T115226977515Z_5R42MVEV6JGV;OPEN;19-12-2025 11:52
AID_20251219T115227035068Z_DRRU3VKTBVA6;OPEN;19-12-2025 11:52
AID_20251219T115227086762Z_3OPTP2OMYBBT;OPEN;19-12-2025 11:52
AID_20251219T115227137186Z_NZU6G2TMZBE4;OPEN;19-12-2025 11:52
AID_20251219T115227187700Z_PMPSFEZQWFER;OPEN;19-12-2025 11:52
AID_20251219T115227224264Z_PNYAJXFEFNA6;OPEN;19-12-2025 11:52
AID_20251219T115227271738Z_5JZO33CKQREH;OPEN;19-12-2025 11:52
AID_20251219T115227310063Z_EO3GWWPLCRE2;OPEN;19-12-2025 11:52
AID_20251219T115227352683Z_IIDSOPYPL5AD;OPEN;19-12-2025 11:52
AID_20251219T115227394282Z_RFEILD4RPRFM;OPEN;19-12-2025 11:52
AID_20251219T115227431545Z_V4KTABCVAVEB;OPEN;19-12-2025 11:52
AID_20251219T115227477543Z_BMOCPVONBFAI;OPEN;19-12-2025 11:52
AID_20251219T115227521579Z_HVMF256GLRGP;OPEN;19-12-2025 11:52
AID_20251219T115227566754Z_MJ357XWHQ5EZ;OPEN;19-12-2025 11:52
AID_20251219T115227614092Z_ZTELD4QET5EK;OPEN;19-12-2025 11:52
AID_20251219T115227656782Z_2MFREJRVGFAM;OPEN;19-12-2025 11:52
AID_20251219T115227700358Z_WJBCYBK5WVGF;OPEN;19-12-2025 11:52
AID_20251219T115227769348Z_4P2WREA6LRCR;OPEN;19-12-2025 11:52
AID_20251219T115227812069Z_6TVNRYDNDRAV;OPEN;19-12-2025 11:52
AID_20251219T115227860856Z_E35QDKL6PFB4;OPEN;19-12-2025 11:52
AID_20251219T115227901432Z_X4JEPSMOEFF5;OPEN;19-12-2025 11:52
AID_20251219T115227945080Z_4VRMFRX2MJAM;OPEN;19-12-2025 11:52
AID_20251219T115227994463Z_NRZL3XH4ZVAV;OPEN;19-12-2025 11:52
AID_20251219T115228033700Z_R4DRZKLU2FEW;OPEN;19-12-2025 11:52
AID_20251219T115228074701Z_7CW72J4QQVGK;OPEN;19-12-2025 11:52
AID_20251219T115228122013Z_2ZZ5WPJNNVDO;OPEN;19-12-2025 11:52
AID_20251219T115228164335Z_JE44B2KTYNGR;OPEN;19-12-2025 11:52
AID_20251219T115228209023Z_MD5K333LIBGI;OPEN;19-12-2025 11:52
AID_20251219T115228249948Z_Y7YWZVR67BCW;OPEN;19-12-2025 11:52
AID_20251219T115228294999Z_5DLCOGSNGFBK;OPEN;19-12-2025 11:52
AID_20251219T115228337603Z_WR3TTJK37FH4;OPEN;19-12-2025 11:52
AID_20251219T115228380333Z_F4BWY23L6JED;OPEN;19-12-2025 11:52
AID_20251219T115228423083Z_CAZ5KWRSJFBW;OPEN;19-12-2025 11:52
AID_20251219T115228470848Z_6PYFXRZJBBHQ;OPEN;19-12-2025 11:52
AID_20251219T115228518105Z_BUQOR7F5S5GO;OPEN;19-12-2025 11:52
AID_20251219T115228567924Z_G3WAMESU7JH2;OPEN;19-12-2025 11:52
AID_20251219T115228613887Z_6LCJD5JSNRBU;OPEN;19-12-2025 11:52
AID_20251219T115228654970Z_H7ILOR7ZRRG4;OPEN;19-12-2025 11:52
AID_20251219T115228706943Z_QJNND7Q2QJGY;OPEN;19-12-2025 11:52
AID_20251219T115228753546Z_HT6TNIEDXZAE;OPEN;19-12-2025 11:52
AID_20251219T115228793697Z_PWV4RENAHFC2;OPEN;19-12-2025 11:52
AID_20251219T115228841843Z_5B3QS2HBOJBS;OPEN;19-12-2025 11:52
AID_20251219T115228886585Z_GUEFILMCPZAA;OPEN;19-12-2025 11:52
AID_20251219T115228930125Z_JEONBIZHANBJ;OPEN;19-12-2025 11:52
AID_20251219T115228973962Z_NFQOFXROJZAG;OPEN;19-12-2025 11:52
AID_20251219T115229018209Z_YVHE4NJY5RC2;OPEN;19-12-2025 11:52
AID_20251219T115229066190Z_NNMMOTJWPZDI;OPEN;19-12-2025 11:52
AID_20251219T115229113530Z_QOE2G7T265EC;OPEN;19-12-2025 11:52
AID_20251219T115229164386Z_YBC7OMXHQZDE;OPEN;19-12-2025 11:52
AID_20251219T115229212505Z_EHCA3UCJKJCR;OPEN;19-12-2025 11:52
AID_20251219T115229249669Z_DWF3RYH7UVGC;OPEN;19-12-2025 11:52
AID_20251219T115229295444Z_BFXWHVU7Y5GA;OPEN;19-12-2025 11:52
AID_20251219T115229344666Z_RMUM5OL7MNFC;OPEN;19-12-2025 11:52
AID_20251219T115229386981Z_OO3B3FTBUVBQ;OPEN;19-12-2025 11:52
AID_20251219T115229431422Z_6OHPHRXQIBF3;OPEN;19-12-2025 11:52
AID_20251219T115229471560Z_RVJPEE7YVNDV;OPEN;19-12-2025 11:52
AID_20251219T115229516383Z_S4JKOI6MEBDP;OPEN;19-12-2025 11:52
AID_20251219T115229558771Z_Y6NZATN5TVH2;OPEN;19-12-2025 11:52
AID_20251219T115229604564Z_N5B4U5X7CZFW;OPEN;19-12-2025 11:52
AID_20251219T115229649923Z_BCSD4OSYCFCO;OPEN;19-12-2025 11:52
AID_20251219T115229699213Z_SOKNLOBZPJFH;OPEN;19-12-2025 11:52
AID_20251219T115229746799Z_2S6NJ5XWRBC5;OPEN;19-12-2025 11:52
AID_20251219T115229791524Z_2HG45WWNLVEB;OPEN;19-12-2025 11:52
AID_20251219T115229839690Z_FONNF3CTKRCJ;OPEN;19-12-2025 11:52
AID_20251219T115229884798Z_NOI2D3PV6FDA;OPEN;19-12-2025 11:52
AID_20251219T115229935756Z_KH5RY7YGRFGD;OPEN;19-12-2025 11:52
AID_20251219T115229989055Z_XKHNEPM46ZFP;OPEN;19-12-2025 11:52
AID_20251219T115230032282Z_6CTOUR4D6NGQ;OPEN;19-12-2025 11:52
AID_20251219T115230078484Z_6P7ZECRCQJD5;OPEN;19-12-2025 11:52
AID_20251219T115230121925Z_WMBCBKJ4VZDC;OPEN;19-12-2025 11:52
AID_20251219T115230168637Z_UL3TBJ5KD5EM;OPEN;19-12-2025 11:52
AID_20251219T115230209472Z_ODNHAT55NNCY;OPEN;19-12-2025 11:52
AID_20251219T115230255379Z_AIUNVLXH7VEA;OPEN;19-12-2025 11:52
AID_20251219T115230299903Z_HV3QG7AR7RDC;OPEN;19-12-2025 11:52
AID_20251219T115230339937Z_KPJJ7MUFUFD5;OPEN;19-12-2025 11:52
AID_20251219T115230385471Z_24EUEPMOGZBV;OPEN;19-12-2025 11:52
AID_20251219T115230433534Z_4K2I36HSJRD6;OPEN;19-12-2025 11:52
AID_20251219T115230481734Z_3D3EXBQNLNFJ;OPEN;19-12-2025 11:52
AID_20251219T115230529877Z_LDCNDSJK2FHF;OPEN;19-12-2025 11:52
AID_20251219T115230577731Z_Z46ERIDIT5ED;OPEN;19-12-2025 11:52
AID_20251219T115230627388Z_WFEZFYN3W5HA;OPEN;19-12-2025 11:52
AID_20251219T115230676382Z_TFVC2PLHKZBU;OPEN;19-12-2025 11:52
AID_20251219T115230720653Z_ZKAV342HQVHV;OPEN;19-12-2025 11:52
AID_20251219T115230772755Z_B3G6JVSYWRCP;OPEN;19-12-2025 11:52
AID_20251219T115230823129Z_7PAIF26DYJDQ;OPEN;19-12-2025 11:52
AID_20251219T115230868689Z_57IYXXFRDJHA;OPEN;19-12-2025 11:52
AID_20251219T115230920670Z_6H64352KNJCE;OPEN;19-12-2025 11:52
AID_20251219T115230967769Z_WLTLXZFGO5CD;OPEN;19-12-2025 11:52
AID_20251219T115231014634Z_VL23IG7KINBM;OPEN;19-12-2025 11:52
AID_20251219T115231062628Z_VZKUXGK2HNGE;OPEN;19-12-2025 11:52
AID_20251219T115231111057Z_Q5ZC5WBRLNFP;OPEN;19-12-2025 11:52
AID_20251219T115231157591Z_HVBOOAECNRA2;OPEN;19-12-2025 11:52
AID_20251219T115231206962Z_QACKJCHRZVCF;OPEN;19-12-2025 11:52
AID_20251219T115231254221Z_DYB6WSS2FZC5;OPEN;19-12-2025 11:52
AID_20251219T115231294778Z_FRPFEXURGNEQ;OPEN;19-12-2025 11:52
AID_20251219T115231345964Z_F6OPJCHZKRFP;OPEN;19-12-2025 11:52
AID_20251219T115231391663Z_ZQ6N3VUZ55EG;OPEN;19-12-2025 11:52
AID_20251219T115231440892Z_ZQHAQWTOYZC6;OPEN;19-12-2025 11:52
AID_20251219T115231488282Z_5G2VAEQYHNCQ;OPEN;19-12-2025 11:52
AID_20251219T115231537785Z_OT7LB4ZZANFC;OPEN;19-12-2025 11:52
AID_20251219T115231581225Z_IM7CM6J7MBEX;OPEN;19-12-2025 11:52
AID_20251219T115231622246Z_AKNRZXACJNEP;OPEN;19-12-2025 11:52
AID_20251219T115231672916Z_WG76MWDTFBD5;OPEN;19-12-2025 11:52
AID_20251219T115231719162Z_GP2D7K2ZD5GV;OPEN;19-12-2025 11:52
AID_20251219T115231766220Z_ON5VFPFH45FD;OPEN;19-12-2025 11:52
AID_20251219T115231812078Z_AN4NPMJK4RBH;OPEN;19-12-2025 11:52
AID_20251219T115231868093Z_SU6KDWU3KVGQ;OPEN;19-12-2025 11:52
AID_20251219T115231920473Z_XEOHDY34YFF4;OPEN;19-12-2025 11:52
AID_20251219T115231975231Z_A6GMROMJYBD6;OPEN;19-12-2025 11:52
AID_20251219T115232031556Z_7AQ4NEM2TFEG;OPEN;19-12-2025 11:52
AID_20251219T115232084139Z_I2IURXRTNFCO;OPEN;19-12-2025 11:52
AID_20251219T115232135690Z_IXYH5ZHUCVBF;OPEN;19-12-2025 11:52
AID_20251219T115232183547Z_HGCYCLPCTZFD;OPEN;19-12-2025 11:52
AID_20251219T115232229062Z_76E7LON2ONHX;OPEN;19-12-2025 11:52
AID_20251219T115232276092Z_GIRKNWJ35JEW;OPEN;19-12-2025 11:52
AID_20251219T115232324189Z_RLGBDAZ5LNBX;OPEN;19-12-2025 11:52
AID_20251219T115232372624Z_TBGDCP3YK5CE;OPEN;19-12-2025 11:52
AID_20251219T115232422884Z_QY4MOWVZEBAC;OPEN;19-12-2025 11:52
AID_20251219T115232465896Z_PNJASCW5GFED;OPEN;19-12-2025 11:52
AID_20251219T115232512555Z_2GXGY2COJZGC;OPEN;19-12-2025 11:52
AID_20251219T115232563323Z_E53QONGCHFAN;OPEN;19-12-2025 11:52
AID_20251219T115232615847Z_AZA425MJ4FDR;OPEN;19-12-2025 11:52
AID_20251219T115232668693Z_7SAHYF4L6BFU;OPEN;19-12-2025 11:52
AID_20251219T115232723785Z_I6TBGMJHHVAH;OPEN;19-12-2025 11:52
AID_20251219T115232777071Z_7B6NZNUAC5AX;OPEN;19-12-2025 11:52
AID_20251219T115232835148Z_4MKAY6IYLBFS;OPEN;19-12-2025 11:52
AID_20251219T115232884021Z_WEBUQC54RRHA;OPEN;19-12-2025 11:52
AID_20251219T115232941949Z_NUTUPFIZVJA3;OPEN;19-12-2025 11:52
AID_20251219T115232995392Z_GUP3XRBL3VHO;OPEN;19-12-2025 11:52
AID_20251219T115233043037Z_74TVALGIVVBW;OPEN;19-12-2025 11:52
AID_20251219T115233095146Z_XG6YYXVYKZHB;OPEN;19-12-2025 11:52
AID_20251219T115233142952Z_N7IQFDKZPBHE;OPEN;19-12-2025 11:52
AID_20251219T115233193177Z_JRLTXB5CCNEC;OPEN;19-12-2025 11:52
AID_20251219T115233245769Z_AYV74AUUH5HP;OPEN;19-12-2025 11:52
AID_20251219T115233343121Z_ER5HDMYB5ZHR;OPEN;19-12-2025 11:52
AID_20251219T115233468656Z_PEPTRXO54NHI;OPEN;19-12-2025 11:52
AID_20251219T115233525822Z_7HYFHXDACNHX;OPEN;19-12-2025 11:52
AID_20251219T115233575725Z_DZABYAYA6RCE;OPEN;19-12-2025 11:52
AID_20251219T115233621147Z_GIXMRKRWWZDC;OPEN;19-12-2025 11:52
AID_20251219T115233671515Z_Q6JLERJK3FDZ;OPEN;19-12-2025 11:52
AID_20251219T115233741023Z_TLYVHRX7B5AN;OPEN;19-12-2025 11:52
AID_20251219T115233803958Z_KTFHLFWCVVES;OPEN;19-12-2025 11:52
AID_20251219T115233872937Z_HHLZCC5HLBCC;OPEN;19-12-2025 11:52
AID_20251219T115233943142Z_ZO5Y4423EJBV;OPEN;19-12-2025 11:52
AID_20251219T115234016152Z_NUCMTWM3TJG2;OPEN;19-12-2025 11:52
AID_20251219T115234077473Z_TNPGHO4S5JCJ;OPEN;19-12-2025 11:52
AID_20251219T115234145393Z_GUP46ZVCXRB2;OPEN;19-12-2025 11:52
AID_20251219T115234204425Z_SLGS7SYUWRD6;OPEN;19-12-2025 11:52
AID_20251219T115234273263Z_3IKSKHL7BBCL;OPEN;19-12-2025 11:52
AID_20251219T115234339612Z_T54E3H3JRFGN;OPEN;19-12-2025 11:52
AID_20251219T115234417504Z_KT7IBWHHJBHO;OPEN;19-12-2025 11:52
AID_20251219T115234491701Z_FETDBNMZURBN;OPEN;19-12-2025 11:52
AID_20251219T115234567172Z_CCJZL2UETZG6;OPEN;19-12-2025 11:52
AID_20251219T115234637002Z_LU4EKDKFXJGA;OPEN;19-12-2025 11:52
AID_20251219T115234737716Z_PKRPJCBQ6VG7;OPEN;19-12-2025 11:52
AID_20251219T115234838263Z_JRT64L7SQRDU;OPEN;19-12-2025 11:52
AID_20251219T115234912900Z_JUN73BXIE5BE;OPEN;19-12-2025 11:52
AID_20251219T115234992276Z_VD5SCLE2ORFK;OPEN;19-12-2025 11:52
AID_20251219T115235067176Z_DJLSRKIHTRBE;OPEN;19-12-2025 11:52
AID_20251219T115235146378Z_J2ZOCKWWHJCB;OPEN;19-12-2025 11:52
AID_20251219T115235221952Z_HSXXPWAR6FAJ;OPEN;19-12-2025 11:52
AID_20251219T115235297548Z_RNDJ7C5BURFT;OPEN;19-12-2025 11:52
AID_20251219T115235368349Z_73O6G53KQZG3;OPEN;19-12-2025 11:52
AID_20251219T115235430491Z_OT2OJW5B3FBN;OPEN;19-12-2025 11:52
AID_20251219T115235481242Z_S4VC6GYCZFCY;OPEN;19-12-2025 11:52
AID_20251219T115235539636Z_YWSPYORDAZGY;OPEN;19-12-2025 11:52
